,nr,year,school,exper,union,ethn,maried,health,wage,placa,industry,occupation,residence
2405,5147,1984,12,8,yes,hisp,yes,yes,1.866687778,6.466841272,Business_and_Repair_Service,Operatives_and_kindred,NA
2406,5147,1985,12,9,yes,hisp,yes,no,2.334869079,10.32810767,Transportation,Operatives_and_kindred,NA
2407,5147,1986,12,10,yes,hisp,yes,no,2.531662884,12.57439852,Transportation,Operatives_and_kindred,NA
2408,5147,1987,12,11,yes,hisp,no,no,2.466854216,11.78531443,Transportation,Operatives_and_kindred,NA
2409,5158,1980,11,3,no,other,no,no,1.823692516,6.194690265,Business_and_Repair_Service,Operatives_and_kindred,NA
2410,5158,1981,11,4,no,other,yes,no,1.817077277,6.153846154,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2411,5158,1982,11,5,no,other,yes,no,1.580850456,4.859086492,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2412,5158,1983,11,6,no,other,yes,no,1.7376302,5.683857844,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2413,5158,1984,11,7,no,other,no,no,2.073940909,7.956115741,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2414,5158,1985,11,8,no,other,no,no,1.7847918,5.958339292,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2415,5158,1986,11,9,no,other,no,no,1.799961435,6.049414162,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2416,5158,1987,11,10,no,other,no,no,2.176106195,8.811927446,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2417,5221,1980,14,3,no,hisp,no,no,1.374714557,3.953947933,Agricultural,Farm_Laborers_and_Foreman,rural_area
2418,5221,1981,14,4,yes,hisp,no,no,1.609437912,5,Transportation,"Craftsmen, Foremen_and_kindred",rural_area
2419,5221,1982,14,5,yes,hisp,yes,no,1.547402522,4.69924812,Transportation,Laborers_and_farmers,rural_area
2420,5221,1983,14,6,yes,hisp,yes,no,1.591878696,4.912970242,Transportation,"Professional, Technical_and_kindred",rural_area
2421,5221,1984,14,7,no,hisp,yes,no,1.80032942,6.051640667,Transportation,Farm_Laborers_and_Foreman,rural_area
2422,5221,1985,14,8,no,hisp,yes,no,1.820028998,6.172037422,Transportation,Laborers_and_farmers,rural_area
2423,5221,1986,14,9,yes,hisp,yes,no,1.799961435,6.049414162,Transportation,Laborers_and_farmers,rural_area
2424,5221,1987,14,10,no,hisp,no,no,2.362335097,10.61571125,Transportation,"Craftsmen, Foremen_and_kindred",rural_area
2425,5223,1980,12,3,no,other,no,no,1.541164481,4.670025263,Trade,Clerical_and_kindred,rural_area
2426,5223,1981,12,4,no,other,no,no,1.805604876,6.08365019,Business_and_Repair_Service,Sales_Workers,rural_area
2427,5223,1982,12,5,no,other,no,no,1.975682307,7.211538462,Trade,Sales_Workers,rural_area
2428,5223,1983,12,6,no,other,no,no,1.791939077,6.001077745,Trade,"Managers, Officials_and_Proprietors",rural_area
2429,5223,1984,12,7,no,other,no,no,1.855316659,6.393722557,Trade,"Managers, Officials_and_Proprietors",rural_area
2430,5223,1985,12,8,no,other,no,no,1.275378107,3.580054799,Trade,Sales_Workers,rural_area
2431,5223,1986,12,9,no,other,no,no,1.557581027,4.747323696,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2432,5223,1987,12,10,no,other,no,no,1.134645767,3.110071656,Trade,Clerical_and_kindred,NA
2433,5227,1980,12,5,no,other,no,no,2.691193084,14.74926254,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2434,5227,1981,12,6,no,other,no,no,0.446287103,1.5625,Manufacturing,Operatives_and_kindred,rural_area
2435,5227,1982,12,7,no,other,no,no,1.547402522,4.69924812,Manufacturing,Laborers_and_farmers,rural_area
2436,5227,1983,12,8,yes,other,no,no,1.727120953,5.624437556,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2437,5227,1984,12,9,no,other,no,no,1.073019733,2.924196473,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2438,5227,1985,12,10,no,other,no,no,1.770781063,5.875440658,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2439,5227,1986,12,11,no,other,yes,no,2.030622074,7.618824357,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2440,5227,1987,12,12,no,other,yes,no,1.90759894,6.73689368,Manufacturing,Laborers_and_farmers,rural_area
2441,5248,1980,14,2,no,other,no,no,1.137844638,3.120036306,Agricultural,Farm_Laborers_and_Foreman,rural_area
2442,5248,1981,14,3,no,other,no,no,1.089581737,2.973030303,Agricultural,Farm_Laborers_and_Foreman,rural_area
2443,5248,1982,14,4,no,other,no,yes,2.030118186,7.614986293,Agricultural,Farm_Laborers_and_Foreman,rural_area
2444,5248,1983,14,5,yes,other,no,no,1.044561964,2.842153285,Agricultural,Laborers_and_farmers,rural_area
2445,5248,1984,14,6,no,other,no,no,1.1297699,3.094944272,Agricultural,Operatives_and_kindred,rural_area
2446,5248,1985,14,7,no,other,no,no,1.195634333,3.305653991,Agricultural,Farm_Laborers_and_Foreman,rural_area
2447,5248,1986,14,8,no,other,no,no,1.574935042,4.830427831,Manufacturing,Operatives_and_kindred,NA
2448,5248,1987,14,9,no,other,yes,no,1.90719838,6.734195685,Manufacturing,Operatives_and_kindred,NA
2449,5252,1980,10,2,no,other,no,no,0.411299402,1.50877702,Business_and_Repair_Service,Operatives_and_kindred,rural_area
2450,5252,1981,10,3,no,other,no,no,1.683545885,5.384615385,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2451,5252,1982,10,4,no,other,no,no,1.279444954,3.59464398,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2452,5252,1983,10,5,no,other,yes,no,1.598119851,4.943728735,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2453,5252,1984,10,6,yes,other,yes,no,1.232993366,3.43148587,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2454,5252,1985,10,7,no,other,yes,no,1.472288074,4.359197908,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",rural_area
2455,5252,1986,10,8,no,other,yes,no,1.219801118,3.386514148,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
2456,5252,1987,10,9,no,other,yes,no,1.669187917,5.307855626,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
2457,5263,1980,14,3,no,other,no,no,1.630321123,5.105513955,Trade,Laborers_and_farmers,rural_area
2458,5263,1981,14,4,no,other,yes,no,1.593933726,4.923076923,Trade,Clerical_and_kindred,rural_area
2459,5263,1982,14,5,no,other,yes,no,1.656601814,5.241469057,Trade,Sales_Workers,rural_area
2460,5263,1983,14,6,no,other,yes,no,1.786034711,5.965749579,Trade,"Managers, Officials_and_Proprietors",rural_area
2461,5263,1984,14,7,no,other,yes,no,1.603409064,4.969946442,Trade,"Managers, Officials_and_Proprietors",rural_area
2462,5263,1985,14,8,no,other,yes,no,1.678498013,5.357503026,Trade,"Managers, Officials_and_Proprietors",rural_area
2463,5263,1986,14,9,no,other,yes,no,1.851254729,6.367804381,Trade,"Managers, Officials_and_Proprietors",rural_area
2464,5263,1987,14,10,no,other,yes,no,1.529425975,4.615526632,Trade,"Managers, Officials_and_Proprietors",rural_area
2465,5274,1980,12,2,no,other,no,no,1.665730234,5.289534436,Manufacturing,Operatives_and_kindred,south
2466,5274,1981,12,3,no,other,yes,no,2.900422094,18.18181818,Trade,Laborers_and_farmers,south
2467,5274,1982,12,4,no,other,yes,no,1.764315523,5.837575305,Trade,Sales_Workers,south
2468,5274,1983,12,5,no,other,yes,yes,1.339217834,3.816057546,Trade,Sales_Workers,south
2469,5274,1984,12,6,no,other,yes,no,1.533065934,4.632357574,Trade,"Craftsmen, Foremen_and_kindred",south
2470,5274,1985,12,7,no,other,yes,no,1.79721432,6.032818533,Trade,Service_Workers,south
2471,5274,1986,12,8,no,other,yes,no,1.689168586,5.414976743,Trade,Service_Workers,south
2472,5274,1987,12,9,yes,other,yes,no,3.312527381,27.45442565,Trade,Sales_Workers,south
2473,5335,1980,12,3,no,other,no,no,1.447999567,4.254594963,Trade,Laborers_and_farmers,south
2474,5335,1981,12,4,no,other,yes,no,1.817077277,6.153846154,Trade,Laborers_and_farmers,nothern_central
2475,5335,1982,12,5,no,other,yes,no,1.755041886,5.783689994,Trade,Laborers_and_farmers,south
2476,5335,1983,12,6,no,other,yes,no,1.453232203,4.276916059,Trade,Clerical_and_kindred,south
2477,5335,1984,12,7,no,other,yes,no,1.492420602,4.447848971,Trade,"Managers, Officials_and_Proprietors",south
2478,5335,1985,12,8,no,other,yes,no,1.053294814,2.867082075,Trade,"Managers, Officials_and_Proprietors",south
2479,5335,1986,12,9,no,other,yes,no,1.502709911,4.493850521,Trade,"Managers, Officials_and_Proprietors",south
2480,5335,1987,12,10,yes,other,yes,no,1.483784694,4.409603136,Trade,"Managers, Officials_and_Proprietors",south
2481,5345,1980,12,2,no,other,no,no,1.516207817,4.554919313,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2482,5345,1981,12,3,no,other,no,no,0.820980552,2.272727273,Professional_and_Related Service,Clerical_and_kindred,south
2483,5345,1982,12,4,no,other,no,no,1.25605072,3.511526068,Business_and_Repair_Service,Clerical_and_kindred,south
2484,5345,1983,12,5,no,other,no,no,1.109857634,3.033926436,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2485,5345,1984,12,6,no,other,no,no,1.394864312,4.034427111,Professional_and_Related Service,Clerical_and_kindred,south
2486,5345,1985,12,7,no,other,no,no,1.420649218,4.139807203,Professional_and_Related Service,Clerical_and_kindred,south
2487,5345,1986,12,8,no,other,no,no,1.977486819,7.224563516,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2488,5345,1987,12,9,no,other,yes,no,1.963838659,7.12663133,Business_and_Repair_Service,Clerical_and_kindred,south
2489,5359,1980,12,4,no,other,no,no,0.244026762,1.276378489,Trade,Operatives_and_kindred,south
2490,5359,1981,12,5,no,other,no,no,1.000914646,2.720769231,Trade,Operatives_and_kindred,south
2491,5359,1982,12,6,no,other,no,no,0.982034371,2.669882253,Manufacturing,Operatives_and_kindred,south
2492,5359,1983,12,7,no,other,no,no,1.060433785,2.887623326,Trade,Operatives_and_kindred,south
2493,5359,1984,12,8,no,other,no,no,1.024893535,2.786798749,Trade,Operatives_and_kindred,south
2494,5359,1985,12,9,no,other,no,no,1.09907093,3.001376241,Trade,Operatives_and_kindred,south
2495,5359,1986,12,10,no,other,no,no,1.28142793,3.601779143,Trade,"Craftsmen, Foremen_and_kindred",south
2496,5359,1987,12,11,no,other,no,no,1.121921014,3.07074749,Trade,Operatives_and_kindred,south
2497,5368,1980,12,1,no,other,no,no,1.117426635,3.056977355,Trade,Laborers_and_farmers,nothern_central
2498,5368,1981,12,2,no,other,no,no,0.753251105,2.123893805,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
2499,5368,1982,12,3,no,other,yes,no,1.300583135,3.671436985,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
2500,5368,1983,12,4,no,other,yes,no,1.453691867,4.278882456,Trade,Clerical_and_kindred,south
2501,5368,1984,12,5,no,other,yes,no,1.504759983,4.503072685,Manufacturing,"Managers, Officials_and_Proprietors",south
2502,5368,1985,12,6,no,other,yes,no,1.485659811,4.417879418,Manufacturing,"Managers, Officials_and_Proprietors",south
2503,5368,1986,12,7,no,other,yes,no,1.601323862,4.959593897,Trade,"Managers, Officials_and_Proprietors",south
2504,5368,1987,12,8,no,other,yes,no,1.506668987,4.511677282,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
2505,5377,1980,12,2,no,other,no,no,1.528042274,4.609144543,Manufacturing,Clerical_and_kindred,south
2506,5377,1981,12,3,no,other,no,no,1.63225259,5.115384615,Manufacturing,Operatives_and_kindred,south
2507,5377,1982,12,4,no,other,no,no,1.635695129,5.13302487,Manufacturing,Operatives_and_kindred,south
2508,5377,1983,12,5,no,other,no,no,1.725410089,5.614823133,Manufacturing,Operatives_and_kindred,south
2509,5377,1984,12,6,no,other,no,no,1.509296006,4.523545124,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2510,5377,1985,12,7,no,other,no,no,1.490893262,4.441060779,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2511,5377,1986,12,8,no,other,no,no,1.563572657,4.775853286,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2512,5377,1987,12,9,no,other,no,no,1.524606688,4.5933366,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2513,5390,1980,14,2,no,other,yes,no,1.599236394,4.949251703,Trade,"Craftsmen, Foremen_and_kindred",south
2514,5390,1981,14,3,no,other,yes,no,1.323710875,3.757338552,Trade,"Craftsmen, Foremen_and_kindred",south
2515,5390,1982,14,4,no,other,yes,no,1.517034985,4.558688556,Trade,"Craftsmen, Foremen_and_kindred",south
2516,5390,1983,14,5,no,other,yes,no,1.463785743,4.322291679,Trade,"Craftsmen, Foremen_and_kindred",south
2517,5390,1984,14,6,no,other,yes,no,1.557502324,4.746950085,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2518,5390,1985,14,7,no,other,yes,no,1.583134275,4.870196449,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2519,5390,1986,14,8,no,other,yes,no,1.572749248,4.819881045,Trade,"Craftsmen, Foremen_and_kindred",south
2520,5390,1987,14,9,no,other,yes,no,1.607494348,4.990291614,Personal_Service,"Craftsmen, Foremen_and_kindred",south
2521,5419,1980,11,2,no,other,no,no,0.65189861,1.919181149,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2522,5419,1981,11,3,no,other,no,no,0.913516805,2.493074792,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2523,5419,1982,11,4,no,other,no,no,0.653584646,1.922419686,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2524,5419,1983,11,5,no,other,no,no,1.19553627,3.305329844,Public_Administration,Clerical_and_kindred,south
2525,5419,1984,11,6,no,other,no,no,1.626085929,5.083936835,Public_Administration,"Professional, Technical_and_kindred",south
2526,5419,1985,11,7,no,other,no,no,1.819571227,6.169212691,Public_Administration,"Professional, Technical_and_kindred",south
2527,5419,1986,11,8,yes,other,yes,no,1.936412537,6.933831437,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2528,5419,1987,11,9,yes,other,yes,no,2.008277956,7.450476246,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2529,5435,1980,11,2,no,other,no,no,1.1194955,3.063308373,Trade,Operatives_and_kindred,south
2530,5435,1981,11,3,no,other,no,no,1.260980786,3.528880867,Manufacturing,Operatives_and_kindred,south
2531,5435,1982,11,4,no,other,no,no,1.193230708,3.297717979,Trade,Operatives_and_kindred,south
2532,5435,1983,11,5,no,other,yes,no,1.203872809,3.333000033,Trade,Operatives_and_kindred,south
2533,5435,1984,11,6,no,other,yes,no,1.399324338,4.052460949,Manufacturing,Operatives_and_kindred,south
2534,5435,1985,11,7,no,other,yes,no,1.29079399,3.635672096,Trade,Clerical_and_kindred,south
2535,5435,1986,11,8,no,other,yes,no,1.280709871,3.59919378,Trade,Sales_Workers,south
2536,5435,1987,11,9,no,other,yes,no,1.301463137,3.67466928,Manufacturing,Clerical_and_kindred,south
2537,5437,1980,12,2,no,other,yes,no,1.562142976,4.769030221,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2538,5437,1981,12,3,no,other,yes,no,1.468570708,4.343023256,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2539,5437,1982,12,4,no,other,yes,no,1.297460777,3.659991324,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2540,5437,1983,12,5,no,other,yes,no,1.296784671,3.657517617,Manufacturing,Laborers_and_farmers,south
2541,5437,1984,12,6,no,other,yes,no,1.45080151,4.266532815,Agricultural,Clerical_and_kindred,south
2542,5437,1985,12,7,no,other,yes,no,1.522143158,4.582034703,Agricultural,"Craftsmen, Foremen_and_kindred",south
2543,5437,1986,12,8,no,other,yes,no,1.614380985,5.024776548,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2544,5437,1987,12,9,no,other,yes,no,1.830967201,6.239918999,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
2545,5497,1980,12,2,no,other,yes,no,1.33952309,3.8172226,Trade,Clerical_and_kindred,NA
2546,5497,1981,12,3,no,other,yes,no,1.48683559,4.423076923,Trade,Clerical_and_kindred,NA
2547,5497,1982,12,4,no,other,yes,no,1.520969264,4.576659039,Trade,Clerical_and_kindred,NA
2548,5497,1983,12,5,no,other,yes,no,1.407396574,4.085305755,Trade,"Managers, Officials_and_Proprietors",NA
2549,5497,1984,12,6,no,other,yes,no,1.324928044,3.761914653,Trade,"Managers, Officials_and_Proprietors",NA
2550,5497,1985,12,7,no,other,yes,no,1.387895643,4.006410256,Trade,"Managers, Officials_and_Proprietors",NA
2551,5497,1986,12,8,no,other,yes,no,1.623736544,5.072006728,Trade,"Managers, Officials_and_Proprietors",NA
2552,5497,1987,12,9,no,other,yes,no,1.390474514,4.016755609,Trade,"Managers, Officials_and_Proprietors",NA
2553,5525,1980,8,5,no,other,no,no,1.093605212,2.985016312,Trade,Laborers_and_farmers,NA
2554,5525,1981,8,6,no,other,no,no,1.41275242,4.107244723,Manufacturing,Operatives_and_kindred,NA
2555,5525,1982,8,7,no,other,no,no,1.235463471,3.43997248,Agricultural,Laborers_and_farmers,NA
2556,5525,1983,8,8,no,other,no,no,1.299400451,3.667097405,Manufacturing,Laborers_and_farmers,NA
2557,5525,1984,8,9,no,other,yes,no,1.033850966,2.811873441,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2558,5525,1985,8,10,no,other,yes,no,1.323134341,3.755172942,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2559,5525,1986,8,11,no,other,yes,no,1.550149636,4.712175242,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
2560,5525,1987,8,12,no,other,yes,no,1.563827401,4.777070064,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2561,5529,1980,10,4,no,other,yes,no,1.264076728,3.539823009,Manufacturing,Laborers_and_farmers,NA
2562,5529,1981,10,5,no,other,yes,no,1.339337378,3.816513761,Manufacturing,Laborers_and_farmers,NA
2563,5529,1982,10,6,no,other,yes,no,1.725269728,5.614035088,Manufacturing,Operatives_and_kindred,NA
2564,5529,1983,10,7,no,other,yes,no,1.597813432,4.942214112,Manufacturing,Laborers_and_farmers,NA
2565,5529,1984,10,8,no,other,yes,no,1.698050571,5.463286713,Manufacturing,Laborers_and_farmers,NA
2566,5529,1985,10,9,no,other,yes,no,1.765961776,5.847193347,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2567,5529,1986,10,10,no,other,yes,no,2.004764589,7.424345915,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2568,5529,1987,10,11,no,other,yes,no,2.036268782,7.661967326,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2569,5531,1980,12,5,no,other,no,no,1.64832844,5.198283319,Trade,Sales_Workers,NA
2570,5531,1981,12,6,no,other,no,no,1.53532994,4.642857143,Trade,Sales_Workers,NA
2571,5531,1982,12,7,no,other,no,no,1.530608844,4.620989428,Trade,Sales_Workers,NA
2572,5531,1983,12,8,no,other,no,no,1.830058607,6.23425202,Trade,Sales_Workers,NA
2573,5531,1984,12,9,no,other,yes,no,2.057706143,7.827992903,Trade,Sales_Workers,NA
2574,5531,1985,12,10,no,other,yes,no,2.235965406,9.355509356,Trade,Sales_Workers,NA
2575,5531,1986,12,11,no,other,yes,no,2.39357902,10.95262353,Trade,Sales_Workers,NA
2576,5531,1987,12,12,no,other,yes,no,2.176931874,8.819206272,Trade,"Managers, Officials_and_Proprietors",NA
2577,5579,1980,10,2,no,other,no,no,1.288369421,3.626867837,Professional_and_Related Service,Clerical_and_kindred,NA
2578,5579,1981,10,3,no,other,no,no,1.512708286,4.539007092,Construction,"Craftsmen, Foremen_and_kindred",NA
2579,5579,1982,10,4,no,other,no,no,1.265990062,3.546602355,Construction,"Craftsmen, Foremen_and_kindred",NA
2580,5579,1983,10,5,no,other,no,no,1.350716639,3.860190904,Construction,"Craftsmen, Foremen_and_kindred",NA
2581,5579,1984,10,6,no,other,yes,no,1.47490702,4.370629371,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2582,5579,1985,10,7,no,other,yes,no,1.48277214,4.405140435,Construction,"Craftsmen, Foremen_and_kindred",NA
2583,5579,1986,10,8,no,other,yes,no,1.563572657,4.775853286,Construction,"Craftsmen, Foremen_and_kindred",south
2584,5579,1987,10,9,no,other,yes,no,1.628365922,5.095541401,Construction,"Craftsmen, Foremen_and_kindred",south
2585,5588,1980,9,8,no,other,no,no,1.412318972,4.10546483,Transportation,Laborers_and_farmers,NA
2586,5588,1981,9,9,no,other,yes,no,1.984131362,7.272727273,Manufacturing,Operatives_and_kindred,NA
2587,5588,1982,9,10,no,other,yes,no,1.669519713,5.309617044,Manufacturing,Operatives_and_kindred,NA
2588,5588,1983,9,11,no,other,yes,no,1.138881127,3.123271866,Agricultural,Operatives_and_kindred,NA
2589,5588,1984,9,12,no,other,yes,no,1.474291445,4.367939752,Agricultural,Operatives_and_kindred,NA
2590,5588,1985,9,13,no,other,yes,no,1.477152871,4.380456188,Transportation,Operatives_and_kindred,NA
2591,5588,1986,9,14,no,other,yes,yes,2.688983138,14.71670346,Transportation,Operatives_and_kindred,NA
2592,5588,1987,9,15,yes,other,yes,no,1.368433763,3.929191827,Transportation,Operatives_and_kindred,NA
2593,5599,1980,14,2,no,other,no,no,1.998045904,7.374631269,Personal_Service,Clerical_and_kindred,NA
2594,5599,1981,14,3,no,other,yes,no,1.609437912,5,Public_Administration,"Professional, Technical_and_kindred",south
2595,5599,1982,14,4,no,other,yes,no,1.691572312,5.428008524,Public_Administration,"Professional, Technical_and_kindred",NA
2596,5599,1983,14,5,no,other,yes,no,1.87549664,6.524058425,Public_Administration,"Professional, Technical_and_kindred",south
2597,5599,1984,14,6,no,other,yes,no,1.778123385,5.918738796,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2598,5599,1985,14,7,no,other,yes,no,1.872391239,6.503830034,Public_Administration,"Professional, Technical_and_kindred",south
2599,5599,1986,14,8,no,other,yes,no,1.782618046,5.945401397,Public_Administration,"Managers, Officials_and_Proprietors",south
2600,5599,1987,14,9,no,other,yes,no,1.822239091,6.185693287,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2601,5650,1980,11,2,no,other,no,no,1.17851084,3.249531526,Trade,Laborers_and_farmers,south
2602,5650,1981,11,3,yes,other,no,no,1.427116356,4.166666666,Manufacturing,Laborers_and_farmers,south
2603,5650,1982,11,4,no,other,no,no,1.426977476,4.166088043,Manufacturing,Operatives_and_kindred,south
2604,5650,1983,11,5,yes,other,no,no,1.656075395,5.238710579,Manufacturing,Operatives_and_kindred,south
2605,5650,1984,11,6,no,other,no,no,1.879479669,6.550095756,Manufacturing,Laborers_and_farmers,south
2606,5650,1985,11,7,no,other,yes,no,1.632911269,5.118755119,Manufacturing,Laborers_and_farmers,south
2607,5650,1986,11,8,no,other,yes,no,1.784045979,5.953897096,Manufacturing,Operatives_and_kindred,south
2608,5650,1987,11,9,yes,other,yes,no,1.581482336,4.862157826,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2609,5660,1980,12,2,no,other,yes,no,1.845682841,6.33242235,Trade,"Craftsmen, Foremen_and_kindred",NA
2610,5660,1981,12,3,no,other,yes,no,1.785476726,5.962421712,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2611,5660,1982,12,4,no,other,yes,no,2.00631405,7.43585857,Finance,Sales_Workers,south
2612,5660,1983,12,5,no,other,yes,no,1.94939011,7.024402162,Finance,Sales_Workers,south
2613,5660,1984,12,6,no,other,yes,no,2.017013943,7.515848637,Finance,Sales_Workers,south
2614,5660,1985,12,7,no,other,no,no,1.957905507,7.084473137,Finance,Sales_Workers,south
2615,5660,1986,12,8,no,other,no,no,1.983335795,7.266943633,Finance,Sales_Workers,south
2616,5660,1987,12,9,no,other,no,no,2.030977961,7.621536284,Finance,Sales_Workers,south
2617,5665,1980,14,3,no,other,no,no,1.429768106,4.177730287,Trade,Sales_Workers,south
2618,5665,1981,14,4,no,other,no,no,1.294197896,3.648068669,Trade,"Managers, Officials_and_Proprietors",south
2619,5665,1982,14,5,no,other,no,no,1.58514285,4.879988433,Trade,"Managers, Officials_and_Proprietors",south
2620,5665,1983,14,6,yes,other,no,no,1.341880057,3.82623028,Trade,"Managers, Officials_and_Proprietors",south
2621,5665,1984,14,7,yes,other,no,no,1.256319285,3.512469266,Trade,"Managers, Officials_and_Proprietors",south
2622,5665,1985,14,8,no,other,no,no,1.180581852,3.256268316,Trade,"Managers, Officials_and_Proprietors",south
2623,5665,1986,14,9,no,other,no,no,1.165345216,3.207029809,Trade,"Managers, Officials_and_Proprietors",south
2624,5665,1987,14,10,yes,other,no,no,1.276145329,3.582802548,Business_and_Repair_Service,Operatives_and_kindred,south
2625,5666,1980,14,1,no,other,no,no,1.676230825,5.345370316,Agricultural,"Craftsmen, Foremen_and_kindred",south
2626,5666,1981,14,2,no,other,no,no,1.500957269,4.485981308,Agricultural,Farm_Laborers_and_Foreman,south
2627,5666,1982,14,3,no,other,yes,no,1.690503365,5.42220937,Finance,"Managers, Officials_and_Proprietors",south
2628,5666,1983,14,4,no,other,yes,no,1.669320622,5.308560053,Finance,"Managers, Officials_and_Proprietors",south
2629,5666,1984,14,5,no,other,yes,no,1.682546384,5.379236149,Finance,Sales_Workers,NA
2630,5666,1985,14,6,no,other,yes,no,1.910543005,6.756756757,Finance,Sales_Workers,NA
2631,5666,1986,14,7,no,other,yes,no,1.884244892,6.581382913,Finance,Sales_Workers,south
2632,5666,1987,14,8,no,other,yes,no,2.189983713,8.935067587,Finance,Sales_Workers,south
2633,5698,1980,12,4,no,other,no,no,1.712971394,5.545414635,Construction,Clerical_and_kindred,NA
2634,5698,1981,12,5,no,other,yes,no,1.810108608,6.111111111,Trade,Clerical_and_kindred,NA
2635,5698,1982,12,6,yes,other,yes,no,1.467359814,4.337767495,Transportation,Clerical_and_kindred,NA
2636,5698,1983,12,7,yes,other,yes,no,1.740914275,5.702554744,Transportation,Clerical_and_kindred,NA
2637,5698,1984,12,8,yes,other,yes,no,1.713318043,5.547337278,Transportation,Clerical_and_kindred,NA
2638,5698,1985,12,9,yes,other,yes,no,2.133686557,8.445945946,Transportation,Clerical_and_kindred,NA
2639,5698,1986,12,10,yes,other,yes,no,2.07439828,7.959755476,Transportation,Clerical_and_kindred,NA
2640,5698,1987,12,11,yes,other,yes,no,2.112393353,8.268005879,Transportation,Clerical_and_kindred,NA
2641,5699,1980,13,2,no,other,no,no,1.829710589,6.232082762,Trade,Clerical_and_kindred,NA
2642,5699,1981,13,3,no,other,yes,no,1.934860313,6.923076923,Business_and_Repair_Service,Operatives_and_kindred,NA
2643,5699,1982,13,4,no,other,yes,no,1.863255471,6.444683136,Transportation,Sales_Workers,NA
2644,5699,1983,13,5,no,other,yes,no,1.560058636,4.759100292,Transportation,Clerical_and_kindred,NA
2645,5699,1984,13,6,no,other,yes,no,1.928679454,6.880418329,Transportation,Sales_Workers,NA
2646,5699,1985,13,7,no,other,yes,no,1.981323187,7.252332834,Transportation,"Managers, Officials_and_Proprietors",NA
2647,5699,1986,13,8,no,other,yes,no,2.058657435,7.835443157,Entertainment,Clerical_and_kindred,NA
2648,5699,1987,13,9,no,other,yes,no,2.148760997,8.574228319,Transportation,Clerical_and_kindred,NA
2649,5731,1980,11,3,yes,hisp,yes,no,1.204925639,3.336510963,Trade,Operatives_and_kindred,south
2650,5731,1981,11,4,no,hisp,yes,no,1.018569581,2.769230769,Trade,"Craftsmen, Foremen_and_kindred",south
